pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
ST,2023-04-21,86.1,-2.68,5.39,"Ohtani, Shohei",669004,660271,,foul,,,,,8,MJ Melendez walks.,R,L,R,LAA,KC,S,,,3,2,2023,1.44,0.11,-0.08,2.22,,,,1,4,Top,,,,,595453,,,3.268519517275961,-125.36654117487078,-1.4845106931621526,14.341261338096697,27.64093423818532,-30.891365108018825,3.45,1.7,103.0,76.4,76.0,86.8,2703.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.62,,,,,,,,22,7,Sweeper,2,0,0,2,0,2,0,2,Strategic,Standard,62.0,0.0,0.0
FF,2023-04-21,99.7,-2.27,5.5,"Ohtani, Shohei",669004,660271,,ball,,,,,13,MJ Melendez walks.,R,L,R,LAA,KC,B,,,2,2,2023,-0.42,1.18,-0.07,1.08,,,,1,4,Top,,,,,595453,,,7.107542689952442,-144.7302809717674,-9.603346312255194,-7.569172207970146,33.31256471741823,-13.53517434342876,3.39,1.69,,,,100.7,2479.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.54,,,,,,,,22,6,4-Seam Fastball,2,0,0,2,0,2,0,2,Strategic,Standard,213.0,0.0,0.059
ST,2023-04-21,88.0,-2.14,5.86,"Ohtani, Shohei",669004,660271,,ball,,,,,14,MJ Melendez walks.,R,L,R,LAA,KC,B,,,1,2,2023,1.18,0.25,0.51,1.3,,,,1,4,Top,,,,,595453,,,4.023309849969425,-128.077723811837,-5.493433228598368,12.037929376689677,28.152861362649016,-28.462035330175578,3.36,1.59,,,,88.8,2676.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.56,,,,,,,,22,5,Sweeper,2,0,0,2,0,2,0,2,Strategic,Standard,67.0,0.0,0.031
ST,2023-04-21,87.1,-1.93,6.22,"Ohtani, Shohei",669004,660271,,ball,,,,,14,MJ Melendez walks.,R,L,R,LAA,KC,B,,,0,2,2023,1.23,-0.05,1.69,1.55,,,,1,4,Top,,,,,595453,,,6.195775357000648,-126.71042000244792,-4.945144192128096,11.865914483636695,27.85668816856872,-31.80912087397289,3.49,1.62,,,,87.6,2640.0,6.8,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.71,,,,,,,,22,4,Sweeper,2,0,0,2,0,2,0,2,Strategic,Standard,58.0,0.0,0.014
FF,2023-04-21,99.8,-2.25,5.69,"Ohtani, Shohei",669004,660271,,foul,,,,,2,MJ Melendez walks.,R,L,R,LAA,KC,S,,,0,2,2023,-0.2,1.14,0.09,2.95,,,,1,4,Top,,,,,595453,,,6.964357801331456,-145.18581888987245,-4.898944946229599,-4.386882216297907,32.945035842422,-15.107429094515036,3.45,1.7,221.0,74.9,37.0,100.9,2380.0,6.8,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.66,,,,,,,,22,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Strategic,Standard,216.0,0.0,0.0
FF,2023-04-21,98.9,-2.32,5.63,"Ohtani, Shohei",669004,660271,,swinging_strike,,,,,2,MJ Melendez walks.,R,L,R,LAA,KC,S,,,0,1,2023,-0.11,0.97,-0.03,3.06,,,,1,4,Top,,,,,595453,,,6.556729082771872,-143.93613218715447,-3.8867196233300816,-3.0330156251351266,33.26132987005933,-18.01282065662819,3.45,1.7,,,,99.9,2402.0,6.8,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.66,,,,,,,,22,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Strategic,Standard,208.0,0.0,-0.037
ST,2023-04-21,83.8,-2.07,5.92,"Ohtani, Shohei",669004,660271,,swinging_strike,,,,,14,MJ Melendez walks.,R,L,R,LAA,KC,S,,,0,0,2023,1.5,0.08,1.02,2.28,,,,1,4,Top,,,,,595453,,,4.224941854624152,-121.95859195644827,-2.199736096332144,14.147096773960364,24.05673721704495,-31.110244685314324,3.45,1.7,,,,84.9,2371.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.51,,,,,,,,22,1,Sweeper,2,0,0,2,0,2,0,2,Strategic,Standard,49.0,0.0,-0.028
ST,2023-04-21,87.2,-2.09,5.91,"Ohtani, Shohei",677951,660271,strikeout,swinging_strike,,,,,14,Bobby Witt Jr.  strikes out swinging.,R,R,R,LAA,KC,S,2.0,,1,2,2023,1.54,0.1,2.28,1.75,,,,0,4,Top,,,,,595453,,,7.391432284106525,-126.77220324889036,-4.038116511726005,14.974363818506225,26.945063884844387,-30.43065977935413,3.5,1.65,,,,87.9,2592.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.63,,,0.0,1.0,0.0,0.0,,21,4,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,58.0,0.026,-0.175
ST,2023-04-21,84.9,-2.42,5.47,"Ohtani, Shohei",677951,660271,,swinging_strike,,,,,14,Bobby Witt Jr.  strikes out swinging.,R,R,R,LAA,KC,S,,,1,1,2023,1.63,0.23,1.18,1.93,,,,0,4,Top,,,,,595453,,,5.203089092426381,-123.53695982621808,-2.403808846877766,15.520216477707478,26.193374397261653,-29.51239580219792,3.5,1.65,,,,85.7,2557.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.57,,,,,,,,21,3,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,56.0,0.0,-0.053
ST,2023-04-21,83.6,-2.49,5.56,"Ohtani, Shohei",677951,660271,,ball,,,,,11,Bobby Witt Jr.  strikes out swinging.,R,R,R,LAA,KC,B,,,0,1,2023,1.75,0.18,-0.75,3.76,,,,0,4,Top,,,,,595453,,,0.5613003937662409,-121.68126073274968,1.9809239234005735,17.187204560881025,25.55060957703709,-30.99729425800792,3.52,1.65,,,,84.1,2521.0,6.7,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.76,,,,,,,,21,2,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,70.0,0.0,0.03
FC,2023-04-21,91.5,-2.19,5.62,"Ohtani, Shohei",677951,660271,,foul,,,,,8,Bobby Witt Jr.  strikes out swinging.,R,R,R,LAA,KC,S,,,0,0,2023,0.58,0.35,0.21,2.22,,,,0,4,Top,,,,,595453,,,4.831197193165284,-133.2334806604686,-3.523752157909063,5.990072765899662,27.14902067692367,-27.50707979913313,3.5,1.65,169.0,71.7,65.0,92.8,2340.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.62,,,,,,,,21,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard,177.0,0.0,-0.037
CU,2023-04-21,81.1,-1.9,6.19,"Ohtani, Shohei",598265,660271,field_out,hit_into_play,,,,,3,Jackie Bradley Jr.  pops out softly to catcher Chad Wallach in foul territory.,R,L,R,LAA,KC,X,2.0,popup,2,2,2023,0.98,-1.16,0.55,3.15,,,,2,3,Top,142.64,209.78,,,595453,,,3.633552402888305,-117.9898471374568,2.169338044790381,8.278001232967284,25.177867084409943,-43.59427460035327,3.43,1.64,24.0,58.4,85.0,81.6,2662.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.58,0.001,0.0,0.0,1.0,0.0,0.0,1.0,15,6,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,39.0,0.011,-0.09
ST,2023-04-21,87.3,-2.24,6.05,"Ohtani, Shohei",598265,660271,,foul,,,,,6,Jackie Bradley Jr.  pops out softly to catcher Chad Wallach in foul territory.,R,L,R,LAA,KC,S,,,2,2,2023,1.46,-0.11,0.65,2.42,,,,2,3,Top,,,,,595453,,,3.983422824958122,-126.9651206825418,-2.279119396819275,14.720165792285776,29.912315066731946,-33.0312801903081,3.43,1.64,,,,87.7,2548.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.6,,,,,,,,15,5,Sweeper,0,0,0,0,0,0,0,0,Strategic,Standard,62.0,0.0,0.0
FS,2023-04-21,90.6,-1.97,6.0,"Ohtani, Shohei",598265,660271,,ball,,,,,14,Jackie Bradley Jr.  pops out softly to catcher Chad Wallach in foul territory.,R,L,R,LAA,KC,B,,,1,2,2023,-0.42,0.13,0.71,0.07,,,,2,3,Top,,,,,595453,,,7.678774084273104,-131.5456477770448,-9.264563742339735,-6.427790271344764,26.12515136047941,-28.944525945151195,3.41,1.53,,,,91.8,1356.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.54,,,,,,,,15,4,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,238.0,0.0,0.018
ST,2023-04-21,86.3,-2.11,5.89,"Ohtani, Shohei",598265,660271,,swinging_strike,,,,,14,Jackie Bradley Jr.  pops out softly to catcher Chad Wallach in foul territory.,R,L,R,LAA,KC,S,,,1,1,2023,1.46,0.3,1.02,1.04,,,,2,3,Top,,,,,595453,,,4.521142063090291,-125.6065760569785,-5.952625229515021,14.519023310118037,25.78949491803793,-28.034375736082595,3.43,1.64,,,,87.2,2585.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.63,,,,,,,,15,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,55.0,0.0,-0.026
CU,2023-04-21,79.6,-1.77,6.22,"Ohtani, Shohei",598265,660271,,ball,,,,,12,Jackie Bradley Jr.  pops out softly to catcher Chad Wallach in foul territory.,R,L,R,LAA,KC,B,,,0,1,2023,1.22,-1.32,1.03,2.44,,,,2,3,Top,,,,,595453,,,3.876112325562065,-115.77808553236189,1.1181030993646837,10.006646904157169,25.615472403794357,-44.42509242450812,3.37,1.52,,,,79.8,2581.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.6,,,,,,,,15,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,39.0,0.0,0.015
FC,2023-04-21,91.4,-2.36,5.63,"Ohtani, Shohei",598265,660271,,foul,,,,,13,Jackie Bradley Jr.  pops out softly to catcher Chad Wallach in foul territory.,R,L,R,LAA,KC,S,,,0,0,2023,0.3,0.25,-0.95,2.09,,,,2,3,Top,,,,,595453,,,2.956487717481888,-133.10612950800964,-3.5996764506507897,2.8635168461458,29.37639844597671,-28.60165556979741,3.43,1.64,257.0,93.7,16.0,92.1,2354.0,6.7,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.78,,,,,,,,15,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,142.0,0.0,-0.021
FF,2023-04-21,100.2,-2.25,5.61,"Ohtani, Shohei",670032,660271,grounded_into_double_play,hit_into_play,,,,,6,"Nicky Lopez grounds into a double play, shortstop Zach Neto to first baseman Gio Urshela.   Edward Olivares out at 2nd.    Nicky Lopez out at 1st.",R,L,R,LAA,KC,X,6.0,ground_ball,0,2,2023,-0.27,1.01,0.64,2.12,,,658668.0,0,3,Top,118.05,150.27,,,595453,,,8.738790977427005,-145.5888310247805,-6.750680966427458,-5.819163845346878,33.54777807795323,-16.35292484293055,2.95,1.32,5.0,72.9,-24.0,101.4,2428.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.52,0.054,0.05,0.0,1.0,0.0,0.0,2.0,14,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,202.0,0.083,-0.418
FC,2023-04-21,92.7,-2.37,5.61,"Ohtani, Shohei",670032,660271,,swinging_strike,,,,,12,"Nicky Lopez grounds into a double play, shortstop Zach Neto to first baseman Gio Urshela.   Edward Olivares out at 2nd.    Nicky Lopez out at 1st.",R,L,R,LAA,KC,S,,,0,1,2023,0.38,0.49,0.67,3.12,,,658668.0,0,3,Top,,,,,595453,,,7.016437801198559,-134.93843365759457,-1.6586380528128242,3.221557402506088,28.016734362841103,-26.076596178635768,2.95,1.32,,,,94.0,2431.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.59,,,,,,,,14,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,124.0,0.0,-0.055
FC,2023-04-21,90.8,-2.26,5.59,"Ohtani, Shohei",670032,660271,,called_strike,,,,,5,"Nicky Lopez grounds into a double play, shortstop Zach Neto to first baseman Gio Urshela.   Edward Olivares out at 2nd.    Nicky Lopez out at 1st.",R,L,R,LAA,KC,S,,,0,0,2023,0.21,0.53,-0.21,1.99,,,658668.0,0,3,Top,,,,,595453,,,4.758902545325187,-132.16253770917774,-4.322034704164572,1.487415592470929,26.04911799565757,-25.24889827578714,2.95,1.38,,,,92.3,2267.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.52,,,,,,,,14,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,168.0,0.0,-0.051
ST,2023-04-21,82.0,-2.39,5.69,"Ohtani, Shohei",658668,660271,single,hit_into_play,,,,,5,Edward Olivares singles on a sharp line drive to left fielder Taylor Ward.,R,R,R,LAA,KC,X,7.0,line_drive,1,0,2023,1.41,0.17,-0.19,2.88,,,,0,3,Top,45.34,100.16,,,595453,,,2.281629278765202,-119.37494979331888,-0.0450771403777365,12.86664028705011,25.325858388790657,-30.76742128277786,3.52,1.73,227.0,104.7,11.0,82.8,2473.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.48,0.897,0.865,0.9,1.0,1.0,0.0,4.0,13,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,72.0,-0.04,0.354
ST,2023-04-21,83.0,-2.36,5.67,"Ohtani, Shohei",658668,660271,,ball,,,,,11,Edward Olivares singles on a sharp line drive to left fielder Taylor Ward.,R,R,R,LAA,KC,B,,,0,0,2023,1.29,0.37,-1.6,3.26,,,,0,3,Top,,,,,595453,,,-0.7837327537762202,-120.90376602032846,0.2418939529738846,12.784071278129415,24.28179038907196,-28.837339773734676,3.56,1.69,,,,83.7,2437.0,6.7,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.76,,,,,,,,13,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,71.0,0.0,0.039
FF,2023-04-21,98.3,-2.37,5.68,"Ohtani, Shohei",664728,660271,strikeout,foul_tip,,,,,14,Kyle Isbel strikes out on a foul tip.,R,L,R,LAA,KC,S,2.0,,2,2,2023,-0.05,0.92,1.11,2.27,,,,2,2,Top,,,,,595453,,,9.622156644212652,-142.84519482365172,-5.961525591460569,-2.8573656314707083,32.48859499263727,-18.381126701128345,3.37,1.62,,,,99.3,2472.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.59,,,0.0,1.0,0.0,0.0,,9,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,206.0,0.01,-0.09
ST,2023-04-21,87.0,-2.27,5.81,"Ohtani, Shohei",664728,660271,,foul,,,,,3,Kyle Isbel strikes out on a foul tip.,R,L,R,LAA,KC,S,,,2,2,2023,1.22,0.46,0.32,2.93,,,,2,2,Top,,,,,595453,,,3.77425056650661,-126.70594864935592,-1.737554830298106,12.434170085715806,24.604296445707885,-27.02485986199914,3.37,1.62,227.0,107.5,10.0,88.4,2547.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.52,,,,,,,,9,5,Sweeper,0,0,0,0,0,0,0,0,Strategic,Standard,62.0,0.0,0.0
FC,2023-04-21,91.4,-2.43,5.51,"Ohtani, Shohei",664728,660271,,foul,,,,,4,Kyle Isbel strikes out on a foul tip.,R,L,R,LAA,KC,S,,,2,1,2023,0.35,0.49,-0.32,2.7,,,,2,2,Top,,,,,595453,,,4.616894083925981,-133.16548002734805,-2.3239580228459924,3.258175231499354,26.194923284763306,-26.032373386099945,3.37,1.62,186.0,75.1,63.0,92.9,2358.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.6,,,,,,,,9,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,130.0,0.0,-0.03
FC,2023-04-21,91.6,-2.43,5.56,"Ohtani, Shohei",664728,660271,,foul,,,,,4,Kyle Isbel strikes out on a foul tip.,R,L,R,LAA,KC,S,,,2,0,2023,0.33,0.46,-0.54,2.63,,,,2,2,Top,,,,,595453,,,4.117844982093272,-133.52361910256286,-2.643777098839577,3.258897021698985,24.40370597174651,-26.284672665516226,3.37,1.62,231.0,72.7,35.0,93.5,2364.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.51,,,,,,,,9,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,153.0,0.0,-0.029
ST,2023-04-21,83.9,-2.47,5.49,"Ohtani, Shohei",664728,660271,,ball,,,,,14,Kyle Isbel strikes out on a foul tip.,R,L,R,LAA,KC,B,,,1,0,2023,1.21,0.38,0.3,1.07,,,,2,2,Top,,,,,595453,,,4.0586271720671405,-122.18316437769268,-4.606142364915336,11.30150065123449,24.208227621959416,-27.681623933069044,3.32,1.56,,,,84.8,2510.0,6.8,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.66,,,,,,,,9,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,59.0,0.0,0.025
FF,2023-04-21,96.2,-2.35,5.64,"Ohtani, Shohei",664728,660271,,ball,,,,,14,Kyle Isbel strikes out on a foul tip.,R,L,R,LAA,KC,B,,,0,0,2023,0.02,0.97,1.1,2.36,,,,2,2,Top,,,,,595453,,,9.214694237098913,-139.79163365327727,-5.355430444202302,-1.792319172787012,30.81626306866924,-18.463387971993782,3.32,1.53,,,,97.3,2250.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.54,,,,,,,,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207.0,0.0,0.021
ST,2023-04-21,84.3,-2.56,5.51,"Ohtani, Shohei",686681,660271,field_out,hit_into_play,,,,,1,Michael Massey flies out sharply to right fielder Hunter Renfroe.,R,L,R,LAA,KC,X,9.0,fly_ball,2,1,2023,1.32,0.56,-0.28,3.18,,,,1,2,Top,217.91,105.58,,,595453,,,2.7036066708071647,-122.75931632972672,-0.1552401013896662,12.826116472830522,24.08250666511024,-26.689854882309017,3.51,1.69,322.0,103.1,45.0,85.5,2365.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.5,0.089,0.163,0.0,1.0,0.0,0.0,3.0,8,4,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,78.0,0.017,-0.202
FC,2023-04-21,92.1,-2.45,5.56,"Ohtani, Shohei",686681,660271,,ball,,,,,11,Michael Massey flies out sharply to right fielder Hunter Renfroe.,R,L,R,LAA,KC,B,,,1,1,2023,0.29,0.65,-1.42,2.79,,,,1,2,Top,,,,,595453,,,2.0015855290891293,-134.2956776698218,-2.719174000895404,3.185771503393511,26.25285010237409,-23.96493023885031,3.49,1.6,,,,93.5,2351.0,6.8,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.74,,,,,,,,8,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,163.0,0.0,0.037
ST,2023-04-21,83.7,-2.13,6.1,"Ohtani, Shohei",686681,660271,,ball,,,,,11,Michael Massey flies out sharply to right fielder Hunter Renfroe.,R,L,R,LAA,KC,B,,,0,1,2023,1.16,0.02,-1.24,2.69,,,,1,2,Top,,,,,595453,,,-0.2165884045097396,-122.0140326497699,-1.5478234771875807,11.62204410948613,23.125549990696896,-31.855035821750587,3.51,1.6,,,,84.8,2351.0,6.8,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.7,,,,,,,,8,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,62.0,0.0,0.021
ST,2023-04-21,84.3,-2.44,5.61,"Ohtani, Shohei",686681,660271,,called_strike,,,,,6,Michael Massey flies out sharply to right fielder Hunter Renfroe.,R,L,R,LAA,KC,S,,,0,0,2023,1.27,0.42,0.53,2.38,,,,1,2,Top,,,,,595453,,,4.42575237420285,-122.81012978595284,-2.043899342896116,12.11108377744062,23.077910766362358,-27.678475748256723,3.44,1.58,,,,85.5,2370.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.58,,,,,,,,8,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,72.0,0.0,-0.028
FC,2023-04-21,84.1,-1.86,6.02,"Ohtani, Shohei",521692,660271,field_out,hit_into_play,,,,,14,"Salvador Perez grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.",R,R,R,LAA,KC,X,5.0,ground_ball,0,0,2023,0.61,0.19,0.48,1.02,,,,0,2,Top,85.79,158.2,,,595453,,,4.28914854300072,-122.471773247851,-5.703997575078278,5.392430103797699,21.955712153327365,-29.430767456234868,3.55,1.7,7.0,94.1,-8.0,85.6,2424.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.46,0.177,0.159,0.0,1.0,0.0,0.0,2.0,7,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,60.0,0.023,-0.235
FS,2023-04-21,90.8,-1.83,6.18,"Ohtani, Shohei",686469,660271,strikeout,swinging_strike,,,,,13,Vinnie Pasquantino strikes out swinging.,R,L,R,LAA,KC,S,2.0,,0,2,2023,-0.35,-0.23,-0.68,0.86,,,,2,1,Top,,,,,595453,,,3.6801578289394175,-132.11273490047913,-6.9561283862433765,-4.878294025610898,29.520650554844003,-33.535485063919865,3.48,1.65,,,,91.8,1193.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.49,,,0.0,1.0,0.0,0.0,,3,3,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,228.0,0.01,-0.057
FS,2023-04-21,89.3,-1.99,6.04,"Ohtani, Shohei",686469,660271,,swinging_strike,,,,,13,Vinnie Pasquantino strikes out swinging.,R,L,R,LAA,KC,S,,,0,1,2023,-0.33,0.05,-0.41,1.46,,,,2,1,Top,,,,,595453,,,4.656569642375683,-129.82323585594892,-5.34963105342565,-4.7630747048748345,30.698111481206908,-30.54549813598151,3.48,1.65,,,,90.0,1153.0,7.1,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.43,,,,,,,,3,2,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,233.0,0.0,-0.025
ST,2023-04-21,85.6,-2.27,5.96,"Ohtani, Shohei",686469,660271,,called_strike,,,,,5,Vinnie Pasquantino strikes out swinging.,R,L,R,LAA,KC,S,,,0,0,2023,1.33,0.33,-0.2,2.21,,,,2,1,Top,,,,,595453,,,2.2202133003609594,-124.66807056257842,-3.229358158644267,13.263184477377774,27.516404065454413,-28.26713932249512,3.39,1.53,,,,86.5,2512.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.45,,,,,,,,3,1,Sweeper,0,0,0,0,0,0,0,0,Strategic,Standard,63.0,0.0,-0.021
ST,2023-04-21,86.4,-2.04,6.01,"Ohtani, Shohei",669004,660271,strikeout,swinging_strike,,,,,9,MJ Melendez strikes out swinging.,R,L,R,LAA,KC,S,2.0,,2,2,2023,1.25,0.28,0.52,1.9,,,,1,1,Top,,,,,595453,,,3.6148297233236577,-125.74597055467166,-4.141985852075734,12.3830557750932,28.07184590866468,-28.53417669483963,3.45,1.7,,,,87.5,2519.0,7.2,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.29,,,0.0,1.0,0.0,0.0,,2,5,Sweeper,0,0,0,0,0,0,0,0,Strategic,Standard,62.0,0.015,-0.153
ST,2023-04-21,84.3,-2.41,5.7,"Ohtani, Shohei",669004,660271,,foul,,,,,3,MJ Melendez strikes out swinging.,R,L,R,LAA,KC,S,,,2,1,2023,1.65,0.37,0.47,2.93,,,,1,1,Top,,,,,595453,,,3.460682904047731,-122.80287302507,-0.7765595928541564,15.83242781735522,25.94254335764302,-28.503204908130357,3.45,1.7,182.0,84.4,62.0,85.1,2517.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.58,,,,,,,,2,4,Sweeper,0,0,0,0,0,0,0,0,Strategic,Standard,65.0,0.0,-0.049
ST,2023-04-21,85.4,-2.48,5.51,"Ohtani, Shohei",669004,660271,,ball,,,,,13,MJ Melendez strikes out swinging.,R,L,R,LAA,KC,B,,,1,1,2023,1.57,0.44,-0.95,2.13,,,,1,1,Top,,,,,595453,,,0.4430376072070999,-124.37273760993205,-2.594415972670961,16.191951137547175,25.16794623901782,-27.28907346870668,3.46,1.61,,,,86.4,2556.0,6.9,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.62,,,,,,,,2,3,Sweeper,0,0,0,0,0,0,0,0,Strategic,Standard,62.0,0.0,0.037
ST,2023-04-21,84.3,-2.57,5.54,"Ohtani, Shohei",669004,660271,,ball,,,,,11,MJ Melendez strikes out swinging.,R,L,R,LAA,KC,B,,,0,1,2023,1.55,0.36,-1.19,3.19,,,,1,1,Top,,,,,595453,,,0.0974570045462477,-122.8027156562666,0.2036938366612863,15.695387867320708,24.47082441500829,-28.81853483796102,3.45,1.65,,,,85.1,2607.0,6.7,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.76,,,,,,,,2,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,68.0,0.0,0.021
ST,2023-04-21,83.9,-2.38,5.72,"Ohtani, Shohei",669004,660271,,called_strike,,,,,6,MJ Melendez strikes out swinging.,R,L,R,LAA,KC,S,,,0,0,2023,1.67,0.16,0.36,2.36,,,,1,1,Top,,,,,595453,,,3.0354552575070475,-122.14770517093504,-1.6558740684336348,16.02877796177404,25.502441422246086,-30.41691761315164,3.44,1.64,,,,84.4,2527.0,6.7,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.79,,,,,,,,2,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,67.0,0.0,-0.028
FF,2023-04-21,98.7,-2.03,5.86,"Ohtani, Shohei",677951,660271,strikeout,swinging_strike,,,,,5,Bobby Witt Jr.  strikes out swinging.,R,R,R,LAA,KC,S,2.0,,0,2,2023,-0.3,1.25,-0.12,2.25,,,,0,1,Top,,,,,595453,,,5.983883864682383,-143.56832980845104,-7.381976891828504,-5.596720673550113,33.589581553692284,-13.305897768706252,3.5,1.65,,,,99.9,2322.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.51,,,0.0,1.0,0.0,0.0,,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,200.0,0.022,-0.149
ST,2023-04-21,85.0,-2.1,5.98,"Ohtani, Shohei",677951,660271,,foul,,,,,9,Bobby Witt Jr.  strikes out swinging.,R,R,R,LAA,KC,S,,,0,2,2023,1.44,-0.21,0.57,2.13,,,,0,1,Top,,,,,595453,,,3.4046190273464,-123.70206747262316,-2.2011620221909536,13.827596958194937,28.52578146565913,-34.05944437210858,3.5,1.65,61.0,70.0,4.0,85.6,2685.0,7.0,718485,660271,595453,570482,592273,543685,687263,621493,650859,592669,53.47,,,,,,,,1,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,62.0,0.0,0.0
